Payment ID,Loan ID,Pay Date,Amount Paid,Status
PAY32082,LOAN20109,2023-06-06,91860.55,OnTime
PAY32083,LOAN20109,2023-07-06,91860.55,OnTime
PAY32084,LOAN20109,2023-08-06,91860.55,OnTime
PAY32085,LOAN20109,2023-09-06,91860.55,OnTime
PAY32086,LOAN20109,2023-10-06,91860.55,OnTime
PAY32087,LOAN20109,2023-11-06,91860.55,OnTime
PAY32088,LOAN20109,2023-12-06,91860.55,OnTime
PAY32089,LOAN20109,2024-01-06,91860.55,OnTime
PAY32090,LOAN20109,2024-02-06,91860.55,OnTime
PAY32091,LOAN20109,2024-03-06,91860.55,OnTime
PAY32092,LOAN20109,2024-04-06,91860.55,OnTime
PAY32093,LOAN20109,2024-05-06,91860.55,OnTime
PAY32094,LOAN20109,2024-06-06,91860.55,OnTime
PAY32095,LOAN20109,2024-07-06,91860.55,OnTime
PAY32096,LOAN20109,2024-08-06,91860.55,OnTime
PAY32097,LOAN20109,2024-09-06,91860.55,OnTime
PAY32098,LOAN20109,2024-10-06,91860.55,OnTime
PAY32099,LOAN20109,2024-11-06,91860.55,OnTime
PAY32100,LOAN20109,2024-12-06,91860.55,OnTime
PAY32101,LOAN20109,2025-01-06,91860.55,OnTime
PAY32102,LOAN20109,2025-02-06,91860.55,OnTime
PAY32103,LOAN20109,2025-03-06,91860.55,OnTime
PAY32104,LOAN20109,2025-04-06,91860.55,OnTime
PAY32105,LOAN20109,2025-05-06,91860.55,OnTime
PAY32106,LOAN20109,2025-06-06,91860.55,OnTime
PAY32107,LOAN20109,2025-07-06,91860.55,OnTime
PAY32108,LOAN20109,2025-08-06,91860.55,OnTime
PAY32109,LOAN20109,2025-09-06,91860.55,OnTime
PAY32110,LOAN20109,2025-10-06,91860.55,OnTime
PAY32111,LOAN20109,2025-11-06,91860.55,OnTime
PAY32112,LOAN20109,2025-12-06,91860.55,OnTime
PAY32113,LOAN20109,2026-01-06,91860.55,OnTime
PAY32114,LOAN20109,2026-02-06,91860.55,OnTime
PAY32115,LOAN20109,2026-03-06,91860.55,OnTime
PAY32117,LOAN20110,2022-11-27,120878.88,Late
PAY32118,LOAN20110,2022-12-27,120878.88,Late
PAY32119,LOAN20110,2023-01-27,120878.88,Late
PAY32120,LOAN20110,2023-02-27,120878.88,Late
PAY32121,LOAN20110,2023-03-27,120878.88,Late
PAY32122,LOAN20110,2023-04-27,120878.88,Late
PAY32123,LOAN20110,2023-05-27,120878.88,Late
PAY32124,LOAN20110,2023-06-27,120878.88,Late
PAY32125,LOAN20111,2023-12-24,6019.19,OnTime
PAY32126,LOAN20111,2024-01-24,6019.19,OnTime
PAY32127,LOAN20111,2024-02-24,6019.19,OnTime
PAY32128,LOAN20111,2024-03-24,6019.19,OnTime
PAY32129,LOAN20111,2024-04-24,6019.19,OnTime
PAY32130,LOAN20112,2022-08-12,39136.95,OnTime
PAY32131,LOAN20112,2022-09-12,39136.95,OnTime
PAY32132,LOAN20112,2022-10-12,39136.95,OnTime
PAY32133,LOAN20112,2022-11-12,39136.95,OnTime
PAY32134,LOAN20113,2021-08-08,0.0,OnTime
PAY32135,LOAN20113,2021-09-08,0.0,OnTime
PAY32136,LOAN20113,2021-10-08,0.0,OnTime
PAY32137,LOAN20113,2021-11-08,0.0,OnTime
PAY32138,LOAN20113,2021-12-08,0.0,OnTime
PAY32139,LOAN20114,2022-11-04,0.0,OnTime
PAY32140,LOAN20114,2022-12-04,0.0,OnTime
PAY32141,LOAN20114,2023-01-04,0.0,OnTime
PAY32142,LOAN20114,2023-02-04,0.0,OnTime
PAY32143,LOAN20114,2023-03-04,0.0,OnTime
PAY32144,LOAN20114,2023-04-04,0.0,OnTime
PAY32145,LOAN20114,2023-05-04,0.0,OnTime
PAY32146,LOAN20114,2023-06-04,0.0,OnTime
PAY32147,LOAN20114,2023-07-04,0.0,OnTime
PAY32148,LOAN20115,2024-06-08,30108.47,OnTime
PAY32149,LOAN20115,2024-07-08,37992.12,OnTime
PAY32150,LOAN20115,2024-08-08,53077.39,OnTime
PAY32151,LOAN20115,2024-09-08,41540.06,OnTime
PAY32152,LOAN20115,2024-10-08,39829.37,OnTime
PAY32153,LOAN20115,2024-11-08,40460.6,OnTime
PAY32154,LOAN20115,2024-12-08,34170.74,OnTime
PAY32155,LOAN20115,2025-01-08,38210.95,OnTime
PAY32156,LOAN20115,2025-02-08,38238.91,OnTime
PAY32157,LOAN20115,2025-03-08,30213.86,OnTime
PAY32158,LOAN20115,2025-04-08,48293.78,OnTime
PAY32159,LOAN20115,2025-05-08,39419.22,OnTime
PAY32160,LOAN20115,2025-06-08,49674.33,OnTime
PAY32161,LOAN20115,2025-07-08,50386.39,OnTime
PAY32162,LOAN20115,2025-08-08,34249.39,OnTime
PAY32163,LOAN20115,2025-09-08,45507.67,OnTime
PAY32164,LOAN20115,2025-10-08,40829.23,OnTime
PAY32165,LOAN20115,2025-11-08,51139.93,OnTime
PAY32166,LOAN20115,2025-12-08,34344.1,OnTime
PAY32167,LOAN20115,2026-01-08,46024.87,OnTime
PAY32168,LOAN20115,2026-02-08,44253.79,OnTime
PAY32169,LOAN20115,2026-03-08,36355.33,OnTime
PAY32170,LOAN20115,2026-04-08,32343.52,OnTime
PAY32172,LOAN20116,2024-10-02,0.0,OnTime
PAY32173,LOAN20116,2024-11-02,0.0,OnTime
PAY32174,LOAN20116,2024-12-02,0.0,OnTime
PAY32175,LOAN20116,2025-01-02,0.0,OnTime
PAY32176,LOAN20116,2025-02-02,0.0,OnTime
PAY32177,LOAN20116,2025-03-02,0.0,OnTime
PAY32178,LOAN20116,2025-04-02,0.0,OnTime
PAY32179,LOAN20117,2023-10-10,0.0,OnTime
PAY32180,LOAN20117,2023-11-10,0.0,OnTime
PAY32181,LOAN20117,2023-12-10,0.0,OnTime
PAY32182,LOAN20117,2024-01-10,0.0,OnTime
PAY32183,LOAN20117,2024-02-10,0.0,OnTime
PAY32184,LOAN20117,2024-03-10,0.0,OnTime
PAY32185,LOAN20117,2024-04-10,0.0,OnTime
PAY32186,LOAN20117,2024-05-10,0.0,OnTime
PAY32187,LOAN20117,2024-06-10,0.0,OnTime
PAY32188,LOAN20117,2024-07-10,0.0,OnTime
PAY32189,LOAN20117,2024-08-10,0.0,OnTime
PAY32190,LOAN20117,2024-09-10,0.0,OnTime
PAY32191,LOAN20117,2024-10-10,0.0,OnTime
PAY32192,LOAN20117,2024-11-10,0.0,OnTime
PAY32193,LOAN20117,2024-12-10,0.0,OnTime
PAY32194,LOAN20117,2025-01-10,0.0,OnTime
PAY32195,LOAN20117,2025-02-10,0.0,OnTime
PAY32196,LOAN20117,2025-03-10,0.0,OnTime
PAY32197,LOAN20117,2025-04-10,0.0,OnTime
PAY32198,LOAN20117,2025-05-10,0.0,OnTime
PAY32199,LOAN20117,2025-06-10,0.0,OnTime
PAY32200,LOAN20117,2025-07-10,0.0,OnTime
PAY32201,LOAN20117,2025-08-10,0.0,OnTime
PAY32202,LOAN20117,2025-09-10,0.0,OnTime
PAY32203,LOAN20117,2025-10-10,0.0,OnTime
PAY32204,LOAN20117,2025-11-10,0.0,OnTime
PAY32205,LOAN20117,2025-12-10,0.0,OnTime
PAY32206,LOAN20117,2026-01-10,0.0,OnTime
PAY32207,LOAN20117,2026-02-10,0.0,OnTime
PAY32208,LOAN20117,2026-03-10,0.0,OnTime
PAY32209,LOAN20117,2026-04-10,0.0,OnTime
PAY32210,LOAN20117,2026-05-10,0.0,OnTime
PAY32211,LOAN20117,2026-06-10,0.0,OnTime
PAY32212,LOAN20117,2026-07-10,0.0,OnTime
PAY32213,LOAN20117,2026-08-10,0.0,OnTime
PAY32214,LOAN20118,2025-06-02,175076.77,OnTime
PAY32215,LOAN20118,2025-07-02,175076.77,OnTime
PAY32216,LOAN20118,2025-08-02,175076.77,OnTime
PAY32217,LOAN20118,2025-09-02,175076.77,OnTime
PAY32218,LOAN20118,2025-10-02,175076.77,OnTime
PAY32219,LOAN20118,2025-11-02,175076.77,OnTime
PAY32220,LOAN20118,2025-12-02,175076.77,OnTime
PAY32221,LOAN20118,2026-01-02,175076.77,OnTime
PAY32222,LOAN20118,2026-02-02,175076.77,OnTime
PAY32223,LOAN20118,2026-03-02,175076.77,OnTime
PAY32224,LOAN20118,2026-04-02,175076.77,OnTime
PAY32225,LOAN20118,2026-05-02,175076.77,OnTime
PAY32226,LOAN20118,2026-06-02,175076.77,OnTime
PAY32227,LOAN20118,2026-07-02,175076.77,OnTime
PAY32228,LOAN20118,2026-08-02,175076.77,OnTime
PAY32229,LOAN20118,2026-09-02,175076.77,OnTime
PAY32230,LOAN20118,2026-10-02,175076.77,OnTime
PAY32231,LOAN20118,2026-11-02,175076.77,OnTime
PAY32232,LOAN20119,2023-05-19,0.0,OnTime
PAY32233,LOAN20119,2023-06-19,0.0,OnTime
PAY32234,LOAN20119,2023-07-19,0.0,OnTime
PAY32235,LOAN20119,2023-08-19,0.0,OnTime
PAY32236,LOAN20120,2023-04-02,62490.04,Late
PAY32237,LOAN20120,2023-05-02,65518.18,Late
PAY32238,LOAN20120,2023-06-02,50789.03,Late
PAY32239,LOAN20120,2023-07-02,62252.99,Late
PAY32240,LOAN20120,2023-08-02,53557.59,Late
PAY32241,LOAN20120,2023-09-02,64634.0,Late
PAY32242,LOAN20120,2023-10-02,46735.19,Late
PAY32243,LOAN20120,2023-11-02,70797.98,Late
PAY32244,LOAN20120,2023-12-02,49806.4,Late
PAY32245,LOAN20120,2024-01-02,52605.36,Late
PAY32246,LOAN20120,2024-02-02,41820.83,Late
PAY32247,LOAN20120,2024-03-02,43681.09,Late
PAY32248,LOAN20120,2024-04-02,57761.83,Late
PAY32249,LOAN20120,2024-05-02,49116.31,Late
PAY32250,LOAN20120,2024-06-02,68891.94,Late
PAY32251,LOAN20120,2024-07-02,40309.56,Late
PAY32252,LOAN20120,2024-08-02,52999.14,Late
PAY32253,LOAN20120,2024-09-02,51545.32,Late
PAY32254,LOAN20120,2024-10-02,40470.94,Late
PAY32255,LOAN20120,2024-11-02,44128.79,Late
PAY32256,LOAN20120,2024-12-02,54202.23,Late
PAY32257,LOAN20120,2025-01-02,56960.99,Late
PAY32258,LOAN20120,2025-02-02,53876.53,Late
PAY32259,LOAN20120,2025-03-02,58286.81,Late
PAY32260,LOAN20120,2025-04-02,60522.25,Late
PAY32261,LOAN20121,2024-03-04,0.0,Late
PAY32262,LOAN20121,2024-04-04,0.0,Late
PAY32263,LOAN20121,2024-05-04,0.0,Late
PAY32264,LOAN20121,2024-06-04,0.0,Late
PAY32265,LOAN20121,2024-07-04,0.0,Late
PAY32266,LOAN20121,2024-08-04,0.0,Late
PAY32267,LOAN20121,2024-09-04,0.0,Late
PAY32268,LOAN20121,2024-10-04,0.0,Late
PAY32269,LOAN20121,2024-11-04,0.0,Late
PAY32270,LOAN20121,2024-12-04,0.0,Late
PAY32271,LOAN20121,2025-01-04,0.0,Late
PAY32272,LOAN20121,2025-02-04,0.0,Late
PAY32273,LOAN20121,2025-03-04,0.0,Late
PAY32274,LOAN20121,2025-04-04,0.0,Late
PAY32275,LOAN20121,2025-05-04,0.0,Late
PAY32276,LOAN20121,2025-06-04,0.0,Late
PAY32277,LOAN20121,2025-07-04,0.0,Late
PAY32278,LOAN20121,2025-08-04,0.0,Late
PAY32279,LOAN20121,2025-09-04,0.0,Late
PAY32280,LOAN20121,2025-10-04,0.0,Late
PAY32281,LOAN20121,2025-11-04,0.0,Late
PAY32282,LOAN20121,2025-12-04,0.0,Late
PAY32283,LOAN20121,2026-01-04,0.0,Late
PAY32284,LOAN20121,2026-02-04,0.0,Late
PAY32285,LOAN20121,2026-03-04,0.0,Late
PAY32286,LOAN20121,2026-04-04,0.0,Late
PAY32287,LOAN20121,2026-05-04,0.0,Late
PAY32288,LOAN20121,2026-06-04,0.0,Late
PAY32289,LOAN20121,2026-07-04,0.0,Late
PAY32290,LOAN20121,2026-08-04,0.0,Late
PAY32291,LOAN20121,2026-09-04,0.0,Late
PAY32292,LOAN20122,2025-06-12,0.0,OnTime
PAY32293,LOAN20122,2025-07-12,0.0,OnTime
PAY32294,LOAN20122,2025-08-12,0.0,OnTime
PAY32295,LOAN20122,2025-09-12,0.0,OnTime
PAY32296,LOAN20122,2025-10-12,0.0,OnTime
PAY32297,LOAN20122,2025-11-12,0.0,OnTime
PAY32298,LOAN20122,2025-12-12,0.0,OnTime
PAY32299,LOAN20123,2021-08-29,145356.76,OnTime
PAY32300,LOAN20123,2021-09-29,145356.76,OnTime
PAY32301,LOAN20123,2021-10-29,145356.76,OnTime
PAY32302,LOAN20123,2021-11-29,145356.76,OnTime
PAY32303,LOAN20123,2021-12-29,145356.76,OnTime
PAY32304,LOAN20123,2022-01-29,145356.76,OnTime
PAY32305,LOAN20123,2022-02-28,145356.76,OnTime
PAY32306,LOAN20123,2022-03-29,145356.76,OnTime
PAY32307,LOAN20123,2022-04-29,145356.76,OnTime
PAY32308,LOAN20123,2022-05-29,145356.76,OnTime
PAY32309,LOAN20123,2022-06-29,145356.76,OnTime
PAY32311,LOAN20124,2022-10-23,150669.28,OnTime
PAY32312,LOAN20124,2022-11-23,150669.28,OnTime
PAY32313,LOAN20124,2022-12-23,150669.28,OnTime
PAY32314,LOAN20124,2023-01-23,150669.28,OnTime
PAY32315,LOAN20124,2023-02-23,150669.28,OnTime
PAY32316,LOAN20124,2023-03-23,150669.28,OnTime
PAY32317,LOAN20124,2023-04-23,150669.28,OnTime
PAY32318,LOAN20124,2023-05-23,150669.28,OnTime
PAY32319,LOAN20124,2023-06-23,150669.28,OnTime
PAY32320,LOAN20124,2023-07-23,150669.28,OnTime
PAY32321,LOAN20124,2023-08-23,150669.28,OnTime
PAY32322,LOAN20124,2023-09-23,150669.28,OnTime
PAY32323,LOAN20124,2023-10-23,150669.28,OnTime
PAY32324,LOAN20124,2023-11-23,150669.28,OnTime
PAY32325,LOAN20124,2023-12-23,150669.28,OnTime
PAY32326,LOAN20124,2024-01-23,150669.28,OnTime
PAY32327,LOAN20124,2024-02-23,150669.28,OnTime
PAY32328,LOAN20125,2025-03-14,11704.66,Late
PAY32329,LOAN20125,2025-04-14,11704.66,Late
PAY32330,LOAN20125,2025-05-14,11704.66,Late
PAY32331,LOAN20125,2025-06-14,11704.66,Late
PAY32332,LOAN20125,2025-07-14,11704.66,Late
PAY32333,LOAN20125,2025-08-14,11704.66,Late
PAY32334,LOAN20125,2025-09-14,11704.66,Late
PAY32335,LOAN20125,2025-10-14,11704.66,Late
PAY32336,LOAN20125,2025-11-14,11704.66,Late
PAY32337,LOAN20125,2025-12-14,11704.66,Late
PAY32338,LOAN20126,2022-09-03,81923.59,Late
PAY32339,LOAN20126,2022-10-03,81923.59,Late
PAY32340,LOAN20126,2022-11-03,81923.59,Late
PAY32341,LOAN20126,2022-12-03,81923.59,Late
PAY32342,LOAN20126,2023-01-03,81923.59,Late
PAY32343,LOAN20126,2023-02-03,81923.59,Late
PAY32344,LOAN20126,2023-03-03,81923.59,Late
PAY32345,LOAN20126,2023-04-03,81923.59,Late
PAY32346,LOAN20126,2023-05-03,81923.59,Late
PAY32347,LOAN20126,2023-06-03,81923.59,Late
PAY32348,LOAN20126,2023-07-03,81923.59,Late
PAY32349,LOAN20126,2023-08-03,81923.59,Late
PAY32350,LOAN20126,2023-09-03,81923.59,Late
PAY32351,LOAN20126,2023-10-03,81923.59,Late
PAY32352,LOAN20126,2023-11-03,81923.59,Late
PAY32353,LOAN20126,2023-12-03,81923.59,Late
PAY32354,LOAN20126,2024-01-03,81923.59,Late
PAY32355,LOAN20126,2024-02-03,81923.59,Late
PAY32356,LOAN20126,2024-03-03,81923.59,Late
PAY32357,LOAN20126,2024-04-03,81923.59,Late
PAY32358,LOAN20126,2024-05-03,81923.59,Late
PAY32359,LOAN20126,2024-06-03,81923.59,Late
PAY32360,LOAN20126,2024-07-03,81923.59,Late
PAY32361,LOAN20126,2024-08-03,81923.59,Late
PAY32362,LOAN20126,2024-09-03,81923.59,Late
PAY32363,LOAN20126,2024-10-03,81923.59,Late
PAY32364,LOAN20126,2024-11-03,81923.59,Late
PAY32365,LOAN20126,2024-12-03,81923.59,Late
PAY32366,LOAN20126,2025-01-03,81923.59,Late
PAY32367,LOAN20126,2025-02-03,81923.59,Late
PAY32368,LOAN20126,2025-03-03,81923.59,Late
PAY32369,LOAN20126,2025-04-03,81923.59,Late
PAY32370,LOAN20126,2025-05-03,81923.59,Late
PAY32371,LOAN20126,2025-06-03,81923.59,Late
PAY32372,LOAN20126,2025-07-03,81923.59,Late
PAY32373,LOAN20126,2025-08-03,81923.59,Late
PAY32374,LOAN20126,2025-09-03,81923.59,Late
PAY32375,LOAN20126,2025-10-03,81923.59,Late
PAY32376,LOAN20126,2025-11-03,81923.59,Late
PAY32377,LOAN20126,2025-12-03,81923.59,Late
PAY32378,LOAN20126,2026-01-03,81923.59,Late
PAY32379,LOAN20126,2026-02-03,81923.59,Late
PAY32380,LOAN20126,2026-03-03,81923.59,Late
PAY32381,LOAN20126,2026-04-03,81923.59,Late
PAY32382,LOAN20126,2026-05-03,81923.59,Late
PAY32383,LOAN20127,2024-11-08,0.0,Late
PAY32384,LOAN20127,2024-12-08,0.0,Late
PAY32385,LOAN20127,2025-01-08,0.0,Late
PAY32386,LOAN20127,2025-02-08,0.0,Late
PAY32387,LOAN20127,2025-03-08,0.0,Late
PAY32388,LOAN20127,2025-04-08,0.0,Late
PAY32389,LOAN20127,2025-05-08,0.0,Late
PAY32390,LOAN20127,2025-06-08,0.0,Late
PAY32391,LOAN20127,2025-07-08,0.0,Late
PAY32392,LOAN20127,2025-08-08,0.0,Late
PAY32393,LOAN20127,2025-09-08,0.0,Late
PAY32394,LOAN20127,2025-10-08,0.0,Late
PAY32395,LOAN20128,2024-04-23,0.0,OnTime
PAY32396,LOAN20128,2024-05-23,0.0,OnTime
PAY32397,LOAN20128,2024-06-23,0.0,OnTime
PAY32398,LOAN20128,2024-07-23,0.0,OnTime
PAY32399,LOAN20128,2024-08-23,0.0,OnTime
PAY32400,LOAN20128,2024-09-23,0.0,OnTime
PAY32401,LOAN20128,2024-10-23,0.0,OnTime
PAY32402,LOAN20128,2024-11-23,0.0,OnTime
PAY32403,LOAN20128,2024-12-23,0.0,OnTime
PAY32404,LOAN20128,2025-01-23,0.0,OnTime
PAY32405,LOAN20128,2025-02-23,0.0,OnTime
PAY32406,LOAN20128,2025-03-23,0.0,OnTime
PAY32407,LOAN20128,2025-04-23,0.0,OnTime
PAY32408,LOAN20128,2025-05-23,0.0,OnTime
PAY32409,LOAN20128,2025-06-23,0.0,OnTime
PAY32410,LOAN20128,2025-07-23,0.0,OnTime
PAY32411,LOAN20128,2025-08-23,0.0,OnTime
PAY32412,LOAN20128,2025-09-23,0.0,OnTime
PAY32413,LOAN20128,2025-10-23,0.0,OnTime
PAY32414,LOAN20128,2025-11-23,0.0,OnTime
PAY32415,LOAN20128,2025-12-23,0.0,OnTime
PAY32416,LOAN20128,2026-01-23,0.0,OnTime
PAY32417,LOAN20128,2026-02-23,0.0,OnTime
PAY32418,LOAN20128,2026-03-23,0.0,OnTime
PAY32419,LOAN20128,2026-04-23,0.0,OnTime
PAY32420,LOAN20128,2026-05-23,0.0,OnTime
PAY32421,LOAN20128,2026-06-23,0.0,OnTime
PAY32422,LOAN20128,2026-07-23,0.0,OnTime
PAY32423,LOAN20128,2026-08-23,0.0,OnTime
PAY32424,LOAN20128,2026-09-23,0.0,OnTime
PAY32425,LOAN20129,2023-06-23,98187.08,Late
PAY32426,LOAN20129,2023-07-23,98187.08,Late
PAY32427,LOAN20129,2023-08-23,98187.08,Late
PAY32428,LOAN20129,2023-09-23,98187.08,Late
PAY32429,LOAN20129,2023-10-23,98187.08,Late
PAY32430,LOAN20129,2023-11-23,98187.08,Late
PAY32431,LOAN20129,2023-12-23,98187.08,Late
PAY32432,LOAN20129,2024-01-23,98187.08,Late
PAY32433,LOAN20129,2024-02-23,98187.08,Late
PAY32434,LOAN20129,2024-03-23,98187.08,Late
PAY32435,LOAN20129,2024-04-23,98187.08,Late
PAY32436,LOAN20129,2024-05-23,98187.08,Late
PAY32437,LOAN20129,2024-06-23,98187.08,Late
PAY32438,LOAN20129,2024-07-23,98187.08,Late
PAY32439,LOAN20129,2024-08-23,98187.08,Late
PAY32440,LOAN20129,2024-09-23,98187.08,Late
PAY32441,LOAN20129,2024-10-23,98187.08,Late
PAY32442,LOAN20129,2024-11-23,98187.08,Late
PAY32443,LOAN20129,2024-12-23,98187.08,Late
PAY32444,LOAN20129,2025-01-23,98187.08,Late
PAY32445,LOAN20129,2025-02-23,98187.08,Late
PAY32446,LOAN20129,2025-03-23,98187.08,Late
PAY32447,LOAN20129,2025-04-23,98187.08,Late
PAY32448,LOAN20129,2025-05-23,98187.08,Late
PAY32449,LOAN20129,2025-06-23,98187.08,Late
PAY32450,LOAN20129,2025-07-23,98187.08,Late
PAY32451,LOAN20129,2025-08-23,98187.08,Late
PAY32452,LOAN20129,2025-09-23,98187.08,Late
PAY32453,LOAN20129,2025-10-23,98187.08,Late
PAY32454,LOAN20129,2025-11-23,98187.08,Late
PAY32455,LOAN20130,2022-09-27,28886.67,OnTime
PAY32456,LOAN20130,2022-10-27,40267.4,OnTime
PAY32457,LOAN20130,2022-11-27,52781.59,OnTime
PAY32458,LOAN20130,2022-12-27,41644.03,OnTime
PAY32459,LOAN20130,2023-01-27,45616.01,OnTime
PAY32460,LOAN20131,2025-04-26,15792.05,Late
PAY32461,LOAN20131,2025-05-26,15792.05,Late
PAY32462,LOAN20131,2025-06-26,15792.05,Late
PAY32463,LOAN20131,2025-07-26,15792.05,Late
PAY32464,LOAN20132,2023-12-24,122087.46,Late
PAY32465,LOAN20132,2024-01-24,122087.46,Late
PAY32466,LOAN20132,2024-02-24,122087.46,Late
PAY32467,LOAN20132,2024-03-24,122087.46,Late
PAY32468,LOAN20132,2024-04-24,122087.46,Late
PAY32469,LOAN20132,2024-05-24,122087.46,Late
PAY32470,LOAN20132,2024-06-24,122087.46,Late
PAY32471,LOAN20132,2024-07-24,122087.46,Late
PAY32472,LOAN20132,2024-08-24,122087.46,Late
PAY32473,LOAN20132,2024-09-24,122087.46,Late
PAY32474,LOAN20132,2024-10-24,122087.46,Late
PAY32475,LOAN20132,2024-11-24,122087.46,Late
PAY32476,LOAN20132,2024-12-24,122087.46,Late
PAY32477,LOAN20132,2025-01-24,122087.46,Late
PAY32478,LOAN20132,2025-02-24,122087.46,Late
PAY32479,LOAN20133,2022-10-12,184874.58,Late
PAY32480,LOAN20133,2022-11-12,184874.58,Late
PAY32481,LOAN20133,2022-12-12,184874.58,Late
PAY32482,LOAN20133,2023-01-12,184874.58,Late
PAY32483,LOAN20133,2023-02-12,184874.58,Late
PAY32484,LOAN20133,2023-03-12,184874.58,Late
PAY32485,LOAN20133,2023-04-12,184874.58,Late
PAY32486,LOAN20133,2023-05-12,184874.58,Late
PAY32487,LOAN20133,2023-06-12,184874.58,Late
PAY32488,LOAN20133,2023-07-12,184874.58,Late
PAY32489,LOAN20133,2023-08-12,184874.58,Late
PAY32490,LOAN20133,2023-09-12,184874.58,Late
PAY32491,LOAN20133,2023-10-12,184874.58,Late
PAY32492,LOAN20134,2023-07-09,64640.23,OnTime
PAY32493,LOAN20134,2023-08-09,64640.23,OnTime
PAY32494,LOAN20134,2023-09-09,64640.23,OnTime
PAY32495,LOAN20134,2023-10-09,64640.23,OnTime
PAY32496,LOAN20134,2023-11-09,64640.23,OnTime
PAY32497,LOAN20134,2023-12-09,64640.23,OnTime
PAY32498,LOAN20134,2024-01-09,64640.23,OnTime
PAY32499,LOAN20134,2024-02-09,64640.23,OnTime
PAY32500,LOAN20134,2024-03-09,64640.23,OnTime
PAY32501,LOAN20134,2024-04-09,64640.23,OnTime
PAY32502,LOAN20134,2024-05-09,64640.23,OnTime
PAY32503,LOAN20134,2024-06-09,64640.23,OnTime
PAY32504,LOAN20134,2024-07-09,64640.23,OnTime
PAY32505,LOAN20134,2024-08-09,64640.23,OnTime
PAY32506,LOAN20134,2024-09-09,64640.23,OnTime
PAY32507,LOAN20134,2024-10-09,64640.23,OnTime
PAY32508,LOAN20134,2024-11-09,64640.23,OnTime
PAY32509,LOAN20134,2024-12-09,64640.23,OnTime
PAY32510,LOAN20134,2025-01-09,64640.23,OnTime
PAY32511,LOAN20134,2025-02-09,64640.23,OnTime
PAY32512,LOAN20134,2025-03-09,64640.23,OnTime
PAY32513,LOAN20134,2025-04-09,64640.23,OnTime
PAY32514,LOAN20135,2024-01-03,0.0,Late
PAY32515,LOAN20135,2024-02-03,0.0,Late
PAY32516,LOAN20135,2024-03-03,0.0,Late
PAY32517,LOAN20135,2024-04-03,0.0,Late
PAY32518,LOAN20135,2024-05-03,0.0,Late
PAY32519,LOAN20136,2025-04-16,111768.46,Late
PAY32520,LOAN20136,2025-05-16,111768.46,Late
PAY32521,LOAN20136,2025-06-16,111768.46,Late
PAY32522,LOAN20136,2025-07-16,111768.46,Late
PAY32523,LOAN20136,2025-08-16,111768.46,Late
PAY32524,LOAN20136,2025-09-16,111768.46,Late
PAY32525,LOAN20136,2025-10-16,111768.46,Late
PAY32526,LOAN20136,2025-11-16,111768.46,Late
PAY32527,LOAN20136,2025-12-16,111768.46,Late
PAY32528,LOAN20136,2026-01-16,111768.46,Late
PAY32529,LOAN20136,2026-02-16,111768.46,Late
PAY32530,LOAN20136,2026-03-16,111768.46,Late
PAY32531,LOAN20136,2026-04-16,111768.46,Late
PAY32532,LOAN20136,2026-05-16,111768.46,Late
PAY32533,LOAN20136,2026-06-16,111768.46,Late
PAY32534,LOAN20136,2026-07-16,111768.46,Late
PAY32535,LOAN20136,2026-08-16,111768.46,Late
PAY32536,LOAN20136,2026-09-16,111768.46,Late
PAY32537,LOAN20136,2026-10-16,111768.46,Late
PAY32538,LOAN20136,2026-11-16,111768.46,Late
PAY32539,LOAN20136,2026-12-16,111768.46,Late
PAY32540,LOAN20136,2027-01-16,111768.46,Late
PAY32541,LOAN20136,2027-02-16,111768.46,Late
PAY32542,LOAN20136,2027-03-16,111768.46,Late
PAY32543,LOAN20136,2027-04-16,111768.46,Late
PAY32544,LOAN20136,2027-05-16,111768.46,Late
PAY32545,LOAN20136,2027-06-16,111768.46,Late
PAY32546,LOAN20136,2027-07-16,111768.46,Late
PAY32547,LOAN20136,2027-08-16,111768.46,Late
PAY32548,LOAN20136,2027-09-16,111768.46,Late
PAY32549,LOAN20136,2027-10-16,111768.46,Late
PAY32550,LOAN20136,2027-11-16,111768.46,Late
PAY32551,LOAN20136,2027-12-16,111768.46,Late
PAY32552,LOAN20137,2025-02-22,21202.88,Late
PAY32553,LOAN20137,2025-03-22,27938.49,Late
PAY32554,LOAN20137,2025-04-22,27922.89,Late
PAY32555,LOAN20137,2025-05-22,24255.4,Late
PAY32556,LOAN20137,2025-06-22,30883.01,Late
PAY32557,LOAN20137,2025-07-22,18487.31,Late
PAY32558,LOAN20137,2025-08-22,16904.41,Late
PAY32559,LOAN20137,2025-09-22,27882.62,Late
PAY32560,LOAN20137,2025-10-22,28421.86,Late
PAY32561,LOAN20137,2025-11-22,18409.44,Late
PAY32562,LOAN20137,2025-12-22,20528.32,Late
PAY32563,LOAN20137,2026-01-22,16913.22,Late
PAY32564,LOAN20137,2026-02-22,20932.43,Late
PAY32565,LOAN20138,2022-07-26,45930.48,Late
PAY32566,LOAN20138,2022-08-26,39813.26,Late
PAY32567,LOAN20138,2022-09-26,35741.24,Late
PAY32568,LOAN20138,2022-10-26,36308.03,Late
PAY32569,LOAN20138,2022-11-26,27429.11,Late
PAY32570,LOAN20138,2022-12-26,34583.51,Late
PAY32571,LOAN20138,2023-01-26,42893.63,Late
