Payment ID,Loan ID,Date,Amount Paid,Status
PAY37888,LOAN20402,23-05-2024,42519.183333333334,OnTime
PAY37889,LOAN20402,23-06-2024,42519.183333333334,OnTime
PAY37890,LOAN20402,23-07-2024,42519.183333333334,OnTime
PAY37891,LOAN20402,23-08-2024,42519.183333333334,OnTime
PAY37892,LOAN20402,23-09-2024,42519.183333333334,OnTime
PAY37893,LOAN20402,23-10-2024,42519.183333333334,OnTime
PAY37894,LOAN20402,23-11-2024,42519.183333333334,OnTime
PAY37895,LOAN20402,23-12-2024,42519.183333333334,OnTime
PAY37896,LOAN20402,23-01-2025,42519.183333333334,OnTime
PAY37897,LOAN20402,23-02-2025,42519.183333333334,OnTime
PAY37898,LOAN20402,23-03-2025,42519.183333333334,OnTime
PAY37899,LOAN20402,23-04-2025,42519.183333333334,OnTime
PAY37900,LOAN20402,23-05-2025,42519.183333333334,OnTime
PAY37901,LOAN20402,23-06-2025,42519.183333333334,OnTime
PAY37902,LOAN20402,23-07-2025,42519.183333333334,OnTime
PAY37903,LOAN20402,23-08-2025,42519.183333333334,OnTime
PAY37904,LOAN20402,23-09-2025,42519.183333333334,OnTime
PAY37905,LOAN20402,23-10-2025,42519.183333333334,OnTime
PAY37906,LOAN20402,23-11-2025,42519.183333333334,OnTime
PAY37907,LOAN20402,23-12-2025,42519.183333333334,OnTime
PAY37908,LOAN20402,23-01-2026,42519.183333333334,OnTime
PAY37909,LOAN20402,23-02-2026,42519.183333333334,OnTime
PAY37910,LOAN20402,23-03-2026,42519.183333333334,OnTime
PAY37911,LOAN20402,23-04-2026,42519.183333333334,OnTime
PAY37912,LOAN20403,21-06-2022,60009.72222222222,OnTime
PAY37913,LOAN20403,21-07-2022,60009.72222222222,OnTime
PAY37914,LOAN20403,21-08-2022,60009.72222222222,OnTime
PAY37915,LOAN20403,21-09-2022,60009.72222222222,OnTime
PAY37916,LOAN20403,21-10-2022,60009.72222222222,OnTime
PAY37917,LOAN20403,21-11-2022,60009.72222222222,OnTime
PAY37918,LOAN20403,21-12-2022,60009.72222222222,OnTime
PAY37919,LOAN20403,21-01-2023,60009.72222222222,OnTime
PAY37920,LOAN20403,21-02-2023,60009.72222222222,OnTime
PAY37921,LOAN20403,21-03-2023,60009.72222222222,OnTime
PAY37922,LOAN20403,21-04-2023,60009.72222222222,OnTime
PAY37923,LOAN20403,21-05-2023,60009.72222222222,OnTime
PAY37924,LOAN20403,21-06-2023,60009.72222222222,OnTime
PAY37925,LOAN20403,21-07-2023,60009.72222222222,OnTime
PAY37926,LOAN20403,21-08-2023,60009.72222222222,OnTime
PAY37927,LOAN20403,21-09-2023,60009.72222222222,OnTime
PAY37928,LOAN20403,21-10-2023,60009.72222222222,OnTime
PAY37929,LOAN20403,21-11-2023,60009.72222222222,OnTime
PAY37930,LOAN20403,21-12-2023,60009.72222222222,OnTime
PAY37931,LOAN20403,21-01-2024,60009.72222222222,OnTime
PAY37932,LOAN20403,21-02-2024,60009.72222222222,OnTime
PAY37933,LOAN20403,21-03-2024,60009.72222222222,OnTime
PAY37934,LOAN20403,21-04-2024,60009.72222222222,OnTime
PAY37935,LOAN20403,21-05-2024,60009.72222222222,OnTime
PAY37936,LOAN20403,21-06-2024,60009.72222222222,OnTime
PAY37937,LOAN20403,21-07-2024,60009.72222222222,OnTime
PAY37938,LOAN20404,22-01-2024,8374,OnTime
PAY37939,LOAN20404,22-02-2024,8374,OnTime
PAY37940,LOAN20404,22-03-2024,8374,OnTime
PAY37941,LOAN20405,05-03-2022,190292.375,OnTime
PAY37942,LOAN20405,05-04-2022,190292.375,OnTime
PAY37943,LOAN20405,05-05-2022,190292.375,OnTime
PAY37944,LOAN20405,05-06-2022,190292.375,OnTime
PAY37945,LOAN20405,05-07-2022,190292.375,OnTime
PAY37946,LOAN20405,05-08-2022,190292.375,OnTime
PAY37947,LOAN20405,05-09-2022,190292.375,OnTime
PAY37948,LOAN20405,05-10-2022,190292.375,OnTime
PAY37949,LOAN20405,05-11-2022,190292.375,OnTime
PAY37950,LOAN20405,05-12-2022,190292.375,OnTime
PAY37951,LOAN20405,05-01-2023,190292.375,OnTime
PAY37952,LOAN20405,05-02-2023,190292.375,OnTime
PAY37953,LOAN20405,05-03-2023,190292.375,OnTime
PAY37954,LOAN20405,05-04-2023,190292.375,OnTime
PAY37955,LOAN20405,05-05-2023,190292.375,OnTime
PAY37956,LOAN20405,05-06-2023,190292.375,OnTime
PAY37957,LOAN20405,05-07-2023,190292.375,OnTime
PAY37958,LOAN20405,05-08-2023,190292.375,OnTime
PAY37959,LOAN20405,05-09-2023,190292.375,OnTime
PAY37960,LOAN20406,30-05-2024,121669.5,OnTime
PAY37961,LOAN20406,30-06-2024,121669.5,OnTime
PAY37962,LOAN20406,30-07-2024,121669.5,OnTime
PAY37963,LOAN20406,30-08-2024,121669.5,OnTime
PAY37964,LOAN20406,30-09-2024,121669.5,OnTime
PAY37965,LOAN20406,30-10-2024,121669.5,OnTime
PAY37966,LOAN20406,30-11-2024,121669.5,OnTime
PAY37967,LOAN20406,30-12-2024,121669.5,OnTime
PAY37968,LOAN20406,30-01-2025,121669.5,OnTime
PAY37969,LOAN20406,28-02-2025,121669.5,OnTime
PAY37970,LOAN20407,06-04-2025,0,Late
PAY37971,LOAN20407,06-05-2025,0,Late
PAY37972,LOAN20407,06-06-2025,0,Late
PAY37973,LOAN20407,06-07-2025,0,Late
PAY37974,LOAN20407,06-08-2025,0,Late
PAY37975,LOAN20407,06-09-2025,0,Late
PAY37976,LOAN20407,06-10-2025,0,Late
PAY37977,LOAN20407,06-11-2025,0,Late
PAY37978,LOAN20407,06-12-2025,0,Late
PAY37979,LOAN20408,06-09-2021,253251.91666666666,OnTime
PAY37980,LOAN20408,06-10-2021,253251.91666666666,OnTime
PAY37981,LOAN20408,06-11-2021,253251.91666666666,OnTime
PAY37982,LOAN20408,06-12-2021,253251.91666666666,OnTime
PAY37983,LOAN20408,06-01-2022,253251.91666666666,OnTime
PAY37984,LOAN20408,06-02-2022,253251.91666666666,OnTime
PAY37985,LOAN20408,06-03-2022,253251.91666666666,OnTime
PAY37986,LOAN20408,06-04-2022,253251.91666666666,OnTime
PAY37987,LOAN20409,31-08-2023,0,Late
PAY37988,LOAN20409,30-09-2023,0,Late
PAY37989,LOAN20409,31-10-2023,0,Late
PAY37990,LOAN20409,30-11-2023,0,Late
PAY37991,LOAN20409,31-12-2023,0,Late
PAY37992,LOAN20409,31-01-2024,0,Late
PAY37993,LOAN20409,29-02-2024,0,Late
PAY37994,LOAN20409,31-03-2024,0,Late
PAY37995,LOAN20409,30-04-2024,0,Late
PAY37996,LOAN20409,31-05-2024,0,Late
PAY37997,LOAN20409,30-06-2024,0,Late
PAY37998,LOAN20409,31-07-2024,0,Late
PAY37999,LOAN20409,31-08-2024,0,Late
PAY38000,LOAN20409,30-09-2024,0,Late
PAY38001,LOAN20409,31-10-2024,0,Late
PAY38002,LOAN20409,30-11-2024,0,Late
PAY38003,LOAN20409,31-12-2024,0,Late
PAY38004,LOAN20409,31-01-2025,0,Late
PAY38005,LOAN20409,28-02-2025,0,Late
PAY38006,LOAN20409,31-03-2025,0,Late
PAY38007,LOAN20409,30-04-2025,0,Late
PAY38008,LOAN20409,31-05-2025,0,Late
PAY38009,LOAN20409,30-06-2025,0,Late
PAY38010,LOAN20409,31-07-2025,0,Late
PAY38011,LOAN20409,31-08-2025,0,Late
PAY38012,LOAN20409,30-09-2025,0,Late
PAY38013,LOAN20409,31-10-2025,0,Late
PAY38014,LOAN20409,30-11-2025,0,Late
PAY38015,LOAN20409,31-12-2025,0,Late
PAY38016,LOAN20409,31-01-2026,0,Late
PAY38017,LOAN20409,28-02-2026,0,Late
PAY38018,LOAN20409,31-03-2026,0,Late
PAY38019,LOAN20409,30-04-2026,0,Late
PAY38020,LOAN20409,31-05-2026,0,Late
PAY38021,LOAN20409,30-06-2026,0,Late
PAY38022,LOAN20409,31-07-2026,0,Late
PAY38023,LOAN20409,31-08-2026,0,Late
PAY38024,LOAN20409,30-09-2026,0,Late
PAY38025,LOAN20409,31-10-2026,0,Late
PAY38026,LOAN20409,30-11-2026,0,Late
PAY38027,LOAN20409,31-12-2026,0,Late
PAY38028,LOAN20409,31-01-2027,0,Late
PAY38029,LOAN20409,28-02-2027,0,Late
PAY38030,LOAN20409,31-03-2027,0,Late
PAY38031,LOAN20409,30-04-2027,0,Late
PAY38032,LOAN20409,31-05-2027,0,Late
PAY38033,LOAN20409,30-06-2027,0,Late
PAY38034,LOAN20409,31-07-2027,0,Late
PAY38035,LOAN20409,31-08-2027,0,Late
PAY38036,LOAN20409,30-09-2027,0,Late
PAY38037,LOAN20409,31-10-2027,0,Late
PAY38038,LOAN20409,30-11-2027,0,Late
PAY38039,LOAN20409,31-12-2027,0,Late
PAY38040,LOAN20409,31-01-2028,0,Late
PAY38041,LOAN20409,29-02-2028,0,Late
PAY38042,LOAN20409,31-03-2028,0,Late
PAY38043,LOAN20409,30-04-2028,0,Late
PAY38044,LOAN20409,31-05-2028,0,Late
PAY38045,LOAN20409,30-06-2028,0,Late
PAY38046,LOAN20409,31-07-2028,0,Late
PAY38047,LOAN20410,06-04-2023,0,Late
PAY38048,LOAN20410,06-05-2023,0,Late
PAY38049,LOAN20410,06-06-2023,0,Late
PAY38050,LOAN20410,06-07-2023,0,Late
PAY38051,LOAN20410,06-08-2023,0,Late
PAY38052,LOAN20410,06-09-2023,0,Late
PAY38053,LOAN20410,06-10-2023,0,Late
PAY38054,LOAN20410,06-11-2023,0,Late
PAY38055,LOAN20411,27-08-2024,149533.95833333334,OnTime
PAY38056,LOAN20411,27-09-2024,149533.95833333334,OnTime
PAY38057,LOAN20411,27-10-2024,149533.95833333334,OnTime
PAY38058,LOAN20411,27-11-2024,149533.95833333334,OnTime
PAY38059,LOAN20411,27-12-2024,149533.95833333334,OnTime
PAY38060,LOAN20411,27-01-2025,149533.95833333334,OnTime
PAY38061,LOAN20411,27-02-2025,149533.95833333334,OnTime
PAY38062,LOAN20411,27-03-2025,149533.95833333334,OnTime
PAY38063,LOAN20411,27-04-2025,149533.95833333334,OnTime
PAY38064,LOAN20411,27-05-2025,149533.95833333334,OnTime
PAY38065,LOAN20411,27-06-2025,149533.95833333334,OnTime
PAY38066,LOAN20411,27-07-2025,149533.95833333334,OnTime
PAY38067,LOAN20411,27-08-2025,149533.95833333334,OnTime
PAY38068,LOAN20411,27-09-2025,149533.95833333334,OnTime
PAY38069,LOAN20411,27-10-2025,149533.95833333334,OnTime
PAY38070,LOAN20411,27-11-2025,149533.95833333334,OnTime
PAY38071,LOAN20411,27-12-2025,149533.95833333334,OnTime
PAY38072,LOAN20411,27-01-2026,149533.95833333334,OnTime
PAY38073,LOAN20412,15-08-2021,128949.58333333333,OnTime
PAY38074,LOAN20412,15-09-2021,128949.58333333333,OnTime
PAY38075,LOAN20412,15-10-2021,128949.58333333333,OnTime
PAY38076,LOAN20412,15-11-2021,128949.58333333333,OnTime
PAY38077,LOAN20412,15-12-2021,128949.58333333333,OnTime
PAY38078,LOAN20412,15-01-2022,128949.58333333333,OnTime
PAY38079,LOAN20412,15-02-2022,128949.58333333333,OnTime
PAY38080,LOAN20412,15-03-2022,128949.58333333333,OnTime
PAY38081,LOAN20412,15-04-2022,128949.58333333333,OnTime
PAY38082,LOAN20412,15-05-2022,128949.58333333333,OnTime
PAY38083,LOAN20412,15-06-2022,128949.58333333333,OnTime
PAY38084,LOAN20412,15-07-2022,128949.58333333333,OnTime
PAY38085,LOAN20412,15-08-2022,128949.58333333333,OnTime
PAY38086,LOAN20413,04-08-2021,0,Late
PAY38087,LOAN20413,04-09-2021,0,Late
PAY38088,LOAN20413,04-10-2021,0,Late
PAY38089,LOAN20413,04-11-2021,0,Late
PAY38090,LOAN20413,04-12-2021,0,Late
PAY38091,LOAN20413,04-01-2022,0,Late
PAY38092,LOAN20413,04-02-2022,0,Late
PAY38093,LOAN20413,04-03-2022,0,Late
PAY38094,LOAN20413,04-04-2022,0,Late
PAY38095,LOAN20413,04-05-2022,0,Late
PAY38096,LOAN20413,04-06-2022,0,Late
PAY38097,LOAN20413,04-07-2022,0,Late
PAY38098,LOAN20413,04-08-2022,0,Late
PAY38099,LOAN20413,04-09-2022,0,Late
PAY38100,LOAN20413,04-10-2022,0,Late
PAY38101,LOAN20413,04-11-2022,0,Late
PAY38102,LOAN20413,04-12-2022,0,Late
PAY38103,LOAN20413,04-01-2023,0,Late
PAY38104,LOAN20413,04-02-2023,0,Late
PAY38105,LOAN20413,04-03-2023,0,Late
PAY38106,LOAN20413,04-04-2023,0,Late
PAY38107,LOAN20413,04-05-2023,0,Late
PAY38108,LOAN20413,04-06-2023,0,Late
PAY38109,LOAN20413,04-07-2023,0,Late
PAY38110,LOAN20413,04-08-2023,0,Late
PAY38111,LOAN20413,04-09-2023,0,Late
PAY38112,LOAN20413,04-10-2023,0,Late
PAY38113,LOAN20413,04-11-2023,0,Late
PAY38114,LOAN20413,04-12-2023,0,Late
PAY38115,LOAN20413,04-01-2024,0,Late
PAY38116,LOAN20413,04-02-2024,0,Late
PAY38117,LOAN20413,04-03-2024,0,Late
PAY38118,LOAN20413,04-04-2024,0,Late
PAY38119,LOAN20413,04-05-2024,0,Late
PAY38120,LOAN20413,04-06-2024,0,Late
PAY38121,LOAN20413,04-07-2024,0,Late
PAY38122,LOAN20413,04-08-2024,0,Late
PAY38123,LOAN20413,04-09-2024,0,Late
PAY38124,LOAN20413,04-10-2024,0,Late
PAY38125,LOAN20413,04-11-2024,0,Late
PAY38126,LOAN20413,04-12-2024,0,Late
PAY38127,LOAN20414,08-05-2024,0,Late
PAY38128,LOAN20414,08-06-2024,0,Late
PAY38129,LOAN20414,08-07-2024,0,Late
PAY38130,LOAN20414,08-08-2024,0,Late
PAY38131,LOAN20414,08-09-2024,0,Late
PAY38132,LOAN20414,08-10-2024,0,Late
PAY38133,LOAN20414,08-11-2024,0,Late
PAY38134,LOAN20414,08-12-2024,0,Late
PAY38135,LOAN20414,08-01-2025,0,Late
PAY38136,LOAN20414,08-02-2025,0,Late
PAY38137,LOAN20414,08-03-2025,0,Late
PAY38138,LOAN20414,08-04-2025,0,Late
PAY38139,LOAN20414,08-05-2025,0,Late
PAY38140,LOAN20414,08-06-2025,0,Late
PAY38141,LOAN20415,16-01-2025,0,Late
PAY38142,LOAN20415,16-02-2025,0,Late
PAY38143,LOAN20415,16-03-2025,0,Late
PAY38144,LOAN20415,16-04-2025,0,Late
PAY38145,LOAN20415,16-05-2025,0,Late
PAY38146,LOAN20415,16-06-2025,0,Late
PAY38147,LOAN20415,16-07-2025,0,Late
PAY38148,LOAN20415,16-08-2025,0,Late
PAY38149,LOAN20415,16-09-2025,0,Late
PAY38150,LOAN20415,16-10-2025,0,Late
PAY38151,LOAN20415,16-11-2025,0,Late
PAY38152,LOAN20415,16-12-2025,0,Late
PAY38153,LOAN20415,16-01-2026,0,Late
PAY38154,LOAN20415,16-02-2026,0,Late
PAY38155,LOAN20415,16-03-2026,0,Late
PAY38156,LOAN20415,16-04-2026,0,Late
PAY38157,LOAN20415,16-05-2026,0,Late
PAY38158,LOAN20415,16-06-2026,0,Late
PAY38159,LOAN20415,16-07-2026,0,Late
PAY38160,LOAN20415,16-08-2026,0,Late
PAY38161,LOAN20416,08-02-2022,0,Late
PAY38162,LOAN20416,08-03-2022,0,Late
PAY38163,LOAN20416,08-04-2022,0,Late
PAY38164,LOAN20416,08-05-2022,0,Late
PAY38165,LOAN20416,08-06-2022,0,Late
PAY38166,LOAN20416,08-07-2022,0,Late
PAY38167,LOAN20416,08-08-2022,0,Late
PAY38168,LOAN20416,08-09-2022,0,Late
PAY38169,LOAN20416,08-10-2022,0,Late
PAY38170,LOAN20416,08-11-2022,0,Late
PAY38171,LOAN20416,08-12-2022,0,Late
PAY38172,LOAN20416,08-01-2023,0,Late
PAY38173,LOAN20416,08-02-2023,0,Late
PAY38174,LOAN20416,08-03-2023,0,Late
PAY38175,LOAN20417,19-05-2025,236788.08333333334,OnTime
PAY38176,LOAN20417,19-06-2025,236788.08333333334,OnTime
PAY38177,LOAN20417,19-07-2025,236788.08333333334,OnTime
PAY38178,LOAN20417,19-08-2025,236788.08333333334,OnTime
PAY38179,LOAN20417,19-09-2025,236788.08333333334,OnTime
PAY38180,LOAN20417,19-10-2025,236788.08333333334,OnTime
PAY38181,LOAN20417,19-11-2025,236788.08333333334,OnTime
PAY38182,LOAN20417,19-12-2025,236788.08333333334,OnTime
PAY38183,LOAN20417,19-01-2026,236788.08333333334,OnTime
PAY38184,LOAN20418,20-12-2022,69465.70833333333,OnTime
PAY38185,LOAN20418,20-01-2023,69465.70833333333,OnTime
PAY38186,LOAN20418,20-02-2023,69465.70833333333,OnTime
PAY38187,LOAN20418,20-03-2023,69465.70833333333,OnTime
PAY38188,LOAN20418,20-04-2023,69465.70833333333,OnTime
PAY38189,LOAN20418,20-05-2023,69465.70833333333,OnTime
PAY38190,LOAN20418,20-06-2023,69465.70833333333,OnTime
PAY38191,LOAN20418,20-07-2023,69465.70833333333,OnTime
PAY38192,LOAN20418,20-08-2023,69465.70833333333,OnTime
PAY38193,LOAN20418,20-09-2023,69465.70833333333,OnTime
PAY38194,LOAN20418,20-10-2023,69465.70833333333,OnTime
PAY38195,LOAN20418,20-11-2023,69465.70833333333,OnTime
PAY38196,LOAN20418,20-12-2023,69465.70833333333,OnTime
PAY38197,LOAN20418,20-01-2024,69465.70833333333,OnTime
PAY38198,LOAN20418,20-02-2024,69465.70833333333,OnTime
PAY38199,LOAN20418,20-03-2024,69465.70833333333,OnTime
PAY38200,LOAN20418,20-04-2024,69465.70833333333,OnTime
PAY38201,LOAN20418,20-05-2024,69465.70833333333,OnTime
PAY38202,LOAN20418,20-06-2024,69465.70833333333,OnTime
PAY38203,LOAN20418,20-07-2024,69465.70833333333,OnTime
PAY38204,LOAN20418,20-08-2024,69465.70833333333,OnTime
PAY38205,LOAN20418,20-09-2024,69465.70833333333,OnTime
PAY38206,LOAN20418,20-10-2024,69465.70833333333,OnTime
PAY38207,LOAN20418,20-11-2024,69465.70833333333,OnTime
PAY38208,LOAN20418,20-12-2024,69465.70833333333,OnTime
PAY38209,LOAN20418,20-01-2025,69465.70833333333,OnTime
PAY38210,LOAN20418,20-02-2025,69465.70833333333,OnTime
PAY38211,LOAN20418,20-03-2025,69465.70833333333,OnTime
PAY38212,LOAN20418,20-04-2025,69465.70833333333,OnTime
PAY38213,LOAN20418,20-05-2025,69465.70833333333,OnTime
PAY38214,LOAN20418,20-06-2025,69465.70833333333,OnTime
PAY38215,LOAN20418,20-07-2025,69465.70833333333,OnTime
PAY38216,LOAN20418,20-08-2025,69465.70833333333,OnTime
PAY38217,LOAN20418,20-09-2025,69465.70833333333,OnTime
PAY38218,LOAN20418,20-10-2025,69465.70833333333,OnTime
PAY38219,LOAN20418,20-11-2025,69465.70833333333,OnTime
PAY38220,LOAN20418,20-12-2025,69465.70833333333,OnTime
PAY38221,LOAN20418,20-01-2026,69465.70833333333,OnTime
PAY38222,LOAN20418,20-02-2026,69465.70833333333,OnTime
PAY38223,LOAN20418,20-03-2026,69465.70833333333,OnTime
PAY38224,LOAN20418,20-04-2026,69465.70833333333,OnTime
PAY38225,LOAN20418,20-05-2026,69465.70833333333,OnTime
PAY38226,LOAN20418,20-06-2026,69465.70833333333,OnTime
PAY38227,LOAN20418,20-07-2026,69465.70833333333,OnTime
PAY38228,LOAN20418,20-08-2026,69465.70833333333,OnTime
PAY38229,LOAN20418,20-09-2026,69465.70833333333,OnTime
PAY38230,LOAN20418,20-10-2026,69465.70833333333,OnTime
PAY38231,LOAN20419,10-09-2021,0,Late
PAY38232,LOAN20419,10-10-2021,0,Late
PAY38233,LOAN20419,10-11-2021,0,Late
PAY38234,LOAN20419,10-12-2021,0,Late
PAY38235,LOAN20419,10-01-2022,0,Late
PAY38236,LOAN20419,10-02-2022,0,Late
PAY38237,LOAN20419,10-03-2022,0,Late
PAY38238,LOAN20420,02-07-2023,110137.11111111111,OnTime
PAY38239,LOAN20420,02-08-2023,110137.11111111111,OnTime
PAY38240,LOAN20420,02-09-2023,110137.11111111111,OnTime
PAY38241,LOAN20420,02-10-2023,110137.11111111111,OnTime
PAY38242,LOAN20420,02-11-2023,110137.11111111111,OnTime
PAY38243,LOAN20420,02-12-2023,110137.11111111111,OnTime
PAY38244,LOAN20420,02-01-2024,110137.11111111111,OnTime
PAY38245,LOAN20420,02-02-2024,110137.11111111111,OnTime
PAY38246,LOAN20420,02-03-2024,110137.11111111111,OnTime
PAY38247,LOAN20421,24-02-2023,0,Late
PAY38248,LOAN20421,24-03-2023,0,Late
PAY38249,LOAN20421,24-04-2023,0,Late
PAY38250,LOAN20421,24-05-2023,0,Late
PAY38251,LOAN20421,24-06-2023,0,Late
PAY38252,LOAN20421,24-07-2023,0,Late
PAY38253,LOAN20421,24-08-2023,0,Late
PAY38254,LOAN20421,24-09-2023,0,Late
PAY38255,LOAN20421,24-10-2023,0,Late
PAY38256,LOAN20421,24-11-2023,0,Late
PAY38257,LOAN20421,24-12-2023,0,Late
PAY38258,LOAN20421,24-01-2024,0,Late
PAY38259,LOAN20421,24-02-2024,0,Late
PAY38260,LOAN20421,24-03-2024,0,Late
PAY38261,LOAN20421,24-04-2024,0,Late
PAY38262,LOAN20421,24-05-2024,0,Late
PAY38263,LOAN20421,24-06-2024,0,Late
PAY38264,LOAN20421,24-07-2024,0,Late
PAY38265,LOAN20421,24-08-2024,0,Late
PAY38266,LOAN20422,05-03-2025,281538,OnTime
PAY38267,LOAN20422,05-04-2025,281538,OnTime
PAY38268,LOAN20422,05-05-2025,281538,OnTime
PAY38269,LOAN20422,05-06-2025,281538,OnTime
PAY38270,LOAN20422,05-07-2025,281538,OnTime
PAY38271,LOAN20422,05-08-2025,281538,OnTime
PAY38272,LOAN20422,05-09-2025,281538,OnTime
PAY38273,LOAN20422,05-10-2025,281538,OnTime
PAY38274,LOAN20423,06-10-2024,54980,OnTime
PAY38275,LOAN20423,06-11-2024,54980,OnTime
PAY38276,LOAN20423,06-12-2024,54980,OnTime
PAY38277,LOAN20423,06-01-2025,54980,OnTime
PAY38278,LOAN20423,06-02-2025,54980,OnTime
PAY38279,LOAN20423,06-03-2025,54980,OnTime
PAY38280,LOAN20423,06-04-2025,54980,OnTime
PAY38281,LOAN20423,06-05-2025,54980,OnTime
PAY38282,LOAN20423,06-06-2025,54980,OnTime
PAY38283,LOAN20423,06-07-2025,54980,OnTime
PAY38284,LOAN20423,06-08-2025,54980,OnTime
PAY38285,LOAN20423,06-09-2025,54980,OnTime
PAY38286,LOAN20423,06-10-2025,54980,OnTime
PAY38287,LOAN20423,06-11-2025,54980,OnTime
PAY38288,LOAN20423,06-12-2025,54980,OnTime
PAY38289,LOAN20423,06-01-2026,54980,OnTime
PAY38290,LOAN20424,01-10-2023,0,Late
PAY38291,LOAN20424,01-11-2023,0,Late
PAY38292,LOAN20424,01-12-2023,0,Late
PAY38293,LOAN20424,01-01-2024,0,Late
PAY38294,LOAN20424,01-02-2024,0,Late
PAY38295,LOAN20424,01-03-2024,0,Late
PAY38296,LOAN20424,01-04-2024,0,Late
PAY38297,LOAN20424,01-05-2024,0,Late
PAY38298,LOAN20424,01-06-2024,0,Late
PAY38299,LOAN20424,01-07-2024,0,Late
PAY38300,LOAN20424,01-08-2024,0,Late
PAY38301,LOAN20424,01-09-2024,0,Late
PAY38302,LOAN20424,01-10-2024,0,Late
PAY38303,LOAN20424,01-11-2024,0,Late
PAY38304,LOAN20425,19-05-2025,12686.541666666666,OnTime
PAY38305,LOAN20425,19-06-2025,12686.541666666666,OnTime
PAY38306,LOAN20425,19-07-2025,12686.541666666666,OnTime
PAY38307,LOAN20425,19-08-2025,12686.541666666666,OnTime
PAY38308,LOAN20425,19-09-2025,12686.541666666666,OnTime
PAY38309,LOAN20426,23-04-2024,82619.47222222222,OnTime
PAY38310,LOAN20426,23-05-2024,82619.47222222222,OnTime
PAY38311,LOAN20426,23-06-2024,82619.47222222222,OnTime
PAY38312,LOAN20426,23-07-2024,82619.47222222222,OnTime
PAY38313,LOAN20426,23-08-2024,82619.47222222222,OnTime
PAY38314,LOAN20426,23-09-2024,82619.47222222222,OnTime
PAY38315,LOAN20426,23-10-2024,82619.47222222222,OnTime
PAY38316,LOAN20426,23-11-2024,82619.47222222222,OnTime
PAY38317,LOAN20426,23-12-2024,82619.47222222222,OnTime
PAY38318,LOAN20426,23-01-2025,82619.47222222222,OnTime
PAY38319,LOAN20426,23-02-2025,82619.47222222222,OnTime
PAY38320,LOAN20426,23-03-2025,82619.47222222222,OnTime
PAY38321,LOAN20426,23-04-2025,82619.47222222222,OnTime
PAY38322,LOAN20426,23-05-2025,82619.47222222222,OnTime
PAY38323,LOAN20426,23-06-2025,82619.47222222222,OnTime
PAY38324,LOAN20426,23-07-2025,82619.47222222222,OnTime
PAY38325,LOAN20426,23-08-2025,82619.47222222222,OnTime
PAY38326,LOAN20426,23-09-2025,82619.47222222222,OnTime
PAY38327,LOAN20426,23-10-2025,82619.47222222222,OnTime
PAY38328,LOAN20426,23-11-2025,82619.47222222222,OnTime
PAY38329,LOAN20426,23-12-2025,82619.47222222222,OnTime
PAY38330,LOAN20426,23-01-2026,82619.47222222222,OnTime
PAY38331,LOAN20426,23-02-2026,82619.47222222222,OnTime
PAY38332,LOAN20426,23-03-2026,82619.47222222222,OnTime
PAY38333,LOAN20426,23-04-2026,82619.47222222222,OnTime
PAY38334,LOAN20427,01-08-2023,0,Late
PAY38335,LOAN20427,01-09-2023,0,Late
PAY38336,LOAN20427,01-10-2023,0,Late
PAY38337,LOAN20427,01-11-2023,0,Late
PAY38338,LOAN20427,01-12-2023,0,Late
PAY38339,LOAN20427,01-01-2024,0,Late
PAY38340,LOAN20427,01-02-2024,0,Late
PAY38341,LOAN20427,01-03-2024,0,Late
PAY38342,LOAN20427,01-04-2024,0,Late
PAY38343,LOAN20427,01-05-2024,0,Late
PAY38344,LOAN20427,01-06-2024,0,Late
PAY38345,LOAN20427,01-07-2024,0,Late
PAY38346,LOAN20427,01-08-2024,0,Late
PAY38347,LOAN20427,01-09-2024,0,Late
PAY38348,LOAN20427,01-10-2024,0,Late
PAY38349,LOAN20427,01-11-2024,0,Late
PAY38350,LOAN20427,01-12-2024,0,Late
PAY38351,LOAN20427,01-01-2025,0,Late
PAY38352,LOAN20427,01-02-2025,0,Late
PAY38353,LOAN20427,01-03-2025,0,Late
PAY38354,LOAN20427,01-04-2025,0,Late
PAY38355,LOAN20427,01-05-2025,0,Late
PAY38356,LOAN20427,01-06-2025,0,Late
PAY38357,LOAN20427,01-07-2025,0,Late
PAY38358,LOAN20428,11-03-2022,50675.88333333333,OnTime
PAY38359,LOAN20428,11-04-2022,50675.88333333333,OnTime
PAY38360,LOAN20428,11-05-2022,50675.88333333333,OnTime
PAY38361,LOAN20428,11-06-2022,50675.88333333333,OnTime
PAY38362,LOAN20428,11-07-2022,50675.88333333333,OnTime
PAY38363,LOAN20428,11-08-2022,50675.88333333333,OnTime
PAY38364,LOAN20428,11-09-2022,50675.88333333333,OnTime
PAY38365,LOAN20428,11-10-2022,50675.88333333333,OnTime
PAY38366,LOAN20428,11-11-2022,50675.88333333333,OnTime
PAY38367,LOAN20428,11-12-2022,50675.88333333333,OnTime
PAY38368,LOAN20428,11-01-2023,50675.88333333333,OnTime
PAY38369,LOAN20428,11-02-2023,50675.88333333333,OnTime
PAY38370,LOAN20428,11-03-2023,50675.88333333333,OnTime
PAY38371,LOAN20428,11-04-2023,50675.88333333333,OnTime
PAY38372,LOAN20428,11-05-2023,50675.88333333333,OnTime
